Genome	Completeness (%)	Contamination (%)	G+C (%)	Genome size (bp)	97% ANI cluster representative	Named subclade	Clade name	genome_acc	biosample_accession
Actinobacteria_bog_788	76.66	0.71	65.6149901989299	2089357	73.20110800_S1D.50	NA	NA	PLQB00000000	SAMN08180035
Actinobacteria_bog_789	99.15	2.99	67.8961124104064	3968158	73.20110700_S2D.14	NA	NA	PLPW00000000	SAMN08180040
Actinobacteria_bog_790	88.03	4.7	66.2959874551906	3022901	73.20110600_E3D.7	NA	NA	PLPT00000000	SAMN08180043
Actinobacteria_bog_791	98.29	2.14	65.6142766788884	2587266	73.20110800_S2D.3	NA	NA	PLPR00000000	SAMN08180045
Actinobacteria_bog_792	91.57	0.55	68.9013620351596	2633596	73.20110800_S3D.66	NA	NA	PLPL00000000	SAMN08180051
Actinobacteria_bog_793	99.15	1.28	69.4129337712571	2077533	73.20120700_S3X.53	NA	NA	PLPK00000000	SAMN08180052
Actinobacteria_bog_794	95.73	1.71	60.9749290664682	2558493	73.20120700_S3X.67	NA	NA	PLPG00000000	SAMN08180056
Actinobacteria_bog_795	71.46	4.7	64.2723734779991	2106189	73.20120700_S3D.59	NA	NA	PLPF00000000	SAMN08180057
Actinobacteria_bog_796	88.89	3.85	67.7372154875681	3601175	73.20110700_S2D.14	NA	NA	PLPB00000000	SAMN08180061
Actinobacteria_bog_797	76.92	0	66.880159674138	1818859	73.20110600_E3D.7	NA	NA	PLOX00000000	SAMN08180065
Actinobacteria_bog_798	84.93	0.85	68.9273987423031	2535613	73.20110800_S3D.66	NA	NA	PLOS00000000	SAMN08180070
Actinobacteria_bog_799	99.15	1.28	69.417865611132	2086247	73.20120700_S3X.53	NA	NA	PLOQ00000000	SAMN08180072
Actinobacteria_bog_800	98.29	1.71	61.0268791768482	2640445	73.20120700_S3X.67	NA	NA	PLON00000000	SAMN08180075
Actinobacteria_bog_801	95.44	6.41	65.2025058854203	3649081	73.20120800_S1D.7	NA	NA	PLOO00000000	SAMN08180074
Actinobacteria_bog_806	97.15	1.28	61.9727709290961	2511057	73.20120800_S1D.19	NA	NA	PLKM00000000	SAMN08180181
Actinobacteria_bog_807	88.89	0.43	65.6739174539715	2278273	73.20110800_S2D.3	NA	NA	PLKJ00000000	SAMN08180184
Actinobacteria_bog_808	95.44	2.14	65.0978689129816	3520756	73.20120800_S1D.7	NA	NA	PLKG00000000	SAMN08180187
Actinobacteria_bog_809	93.16	2.99	69.5618704398234	3035626	73.20120800_S3D.15	NA	NA	PLKD00000000	SAMN08180190
Actinobacteria_bog_810	71.18	2.07	64.8194078962216	4443197	73.20111000_S2D.31	NA	NA	PLKB00000000	SAMN08180192
Actinobacteria_bog_811	76.92	1.28	64.6957196277536	2429754	73.20110800_S2D.3	NA	NA	PLKA00000000	SAMN08180193
Actinobacteria_bog_812	93.64	2.14	65.1774739434621	3538456	73.20120800_S1D.7	NA	NA	PLWM00000000	SAMN08180197
Actinobacteria_bog_813	83.88	0.43	63.7404599371144	2188947	73.20111000_S3S.1	NA	NA	PLWL00000000	SAMN08180198
Actinobacteria_bog_814	91.92	2.14	56.2129101318019	1777174	73.20110800_S3S.6	NA	NA	PLWK00000000	SAMN08180199
Actinobacteria_bog_815	97.44	1.28	65.3508560475571	2739212	73.20110800_S2D.3	NA	NA	PLWH00000000	SAMN08180202
Actinobacteria_bog_816	82.13	6.41	61.4919496897256	1832569	73.20111000_S3M.5	NA	NA	PLWB00000000	SAMN08180208
Actinobacteria_bog_817	97.86	3.85	62.0466590278475	2571312	73.20120600_S3M.5	NA	NA	PLVZ00000000	SAMN08180210
Actinobacteria_bog_818	91.42	2.99	65.073741687676	3600245	73.20120800_S1D.7	NA	NA	PLVY00000000	SAMN08180211
Actinobacteria_bog_819	85.34	3.85	61.8950596208778	2360088	73.20120800_S1D.19	NA	NA	PLVX00000000	SAMN08180212
Actinobacteria_bog_820	75.66	3.33	61.8244582700217	1869556	73.20120700_S1M.3	NA	NA	PLVW00000000	SAMN08180213
Actinobacteria_bog_821	73.07	4.99	61.9335279496621	2493719	73.20120600_S3M.5	NA	NA	PLVT00000000	SAMN08180216
Actinobacteria_bog_822	89.51	7.26	62.2324986276918	2027206	73.20120700_S1M.3	NA	NA	PLVR00000000	SAMN08180218
Actinobacteria_bog_823	98.2	4.27	67.9992830340289	3928995	73.20110700_S2D.14	NA	NA	PLVQ00000000	SAMN08180219
Actinobacteria_bog_824	83.12	4.7	66.2869744220644	2756265	73.20110600_E3D.7	NA	NA	PLVO00000000	SAMN08180221
Actinobacteria_bog_825	98.29	2.14	69.5374529239778	3168641	73.20120800_S3D.15	NA	NA	PLVG00000000	SAMN08180230
Actinobacteria_bog_826	96.49	1.45	65.6646120701726	2535946	73.20110800_S2D.3	NA	NA	PLVE00000000	SAMN08180232
Actinobacteria_bog_827	95.44	2.99	65.044802560526	3914445	73.20120800_S1D.7	NA	NA	PLVC00000000	SAMN08180234
Actinobacteria_bog_828	96.58	3.42	69.3607126831751	3259522	73.20120800_S3D.15	NA	NA	PLVB00000000	SAMN08180235
Actinobacteria_bog_829	97.15	1.28	61.9840082066848	2562391	73.20120600_S3M.5	NA	NA	PLUY00000000	SAMN08180238
Actinobacteria_bog_830	85.84	4.8	65.0890228221417	3629014	73.20120800_S1D.7	NA	NA	PLUX00000000	SAMN08180239
Actinobacteria_bog_831	79.06	1.28	68.9588505136434	1966830	73.20120700_S3X.53	NA	NA	PLUR00000000	SAMN08180245
Actinobacteria_bog_832	81.43	0.85	64.984599112099	2421090	73.20110800_S2D.3	NA	NA	PLUQ00000000	SAMN08180246
Actinobacteria_bog_833	93.3	7.26	65.378646172835	3718860	73.20120800_S1D.7	NA	NA	PLUN00000000	SAMN08180249
Actinobacteria_fen_449	91.81	3.54	65.3869443764802	2117930	73.20100900_E3D.15	NA	NA	PMMF00000000	SAMN08178724
Actinobacteria_fen_450	97.01	2.99	66.30100765462	3152022	73.20110600_E3D.7	NA	NA	PMMH00000000	SAMN08178726
Actinobacteria_fen_451	76.82	0.86	66.053864357121	1867748	73.20100900_E1D.68	NA	NA	PMMN00000000	SAMN08178732
Actinobacteria_fen_452	88.85	1.29	65.1573023948089	2131233	73.20100900_E3D.15	NA	NA	PMMS00000000	SAMN08178737
Actinobacteria_fen_453	93.1	0.86	65.2363129829224	2155351	73.20100900_E3D.15	NA	NA	PMNA00000000	SAMN08178747
Actinobacteria_fen_454	85.6	2.14	66.3626360679322	2905809	73.20110600_E3D.7	NA	NA	PMNT00000000	SAMN08178766
Actinobacteria_fen_455	97.58	2.23	66.3217016491162	3168554	73.20110600_E3D.7	NA	NA	PMNW00000000	SAMN08178769
Actinobacteria_fen_501	96.03	3.85	66.2799644489589	3152342	73.20110600_E3D.7	NA	NA	PMSB00000000	SAMN08178880
Actinobacteria_fen_543	80.29	5.73	65.8660416200745	3370775	73.20110800_E3D.6	NA	NA	PMXK00000000	SAMN08179022
Actinobacteria_fen_544	81.82	1.55	64.4445201173512	1910730	73.20110800_E1D.61	NA	NA	PMXT00000000	SAMN08179032
Actinobacteria_fen_545	95.73	3.85	66.3840682769414	3056360	73.20110600_E3D.7	NA	NA	PMXS00000000	SAMN08179031
Actinobacteria_fen_546	71.38	3.74	68.9892729156001	2105876	73.20120500_P19.15	NA	NA	PMYG00000000	SAMN08179046
Actinobacteria_fen_547	86.18	4.7	65.9226283683761	3280477	73.20110800_E3D.6	NA	NA	PMYT00000000	SAMN08179059
Actinobacteria_fen_548	80.96	3.16	66.7389828635679	1965012	73.20110800_E3D.6	NA	NA	PMZN00000000	SAMN08179080
Actinobacteria_fen_549	93.1	0.86	65.2371898347823	2113910	73.20110800_E3D.70	NA	NA	PMZQ00000000	SAMN08179083
Actinobacteria_fen_595	93.51	8.12	66.3150930998393	3134001	73.20110600_E3D.7	NA	NA	PLEO00000000	SAMN08179258
Actinobacteria_fen_668	85.52	1.3	67.821436420641	3586399	73.20120600_E1D.105	NA	NA	PMLO00000000	SAMN08179525
Actinobacteria_fen_669	91.37	0.86	65.2066565475876	2177822	73.20100900_E3D.15	NA	NA	PMLM00000000	SAMN08179527
Actinobacteria_fen_670	99.05	2.23	63.1673921255737	2716189	73.20120600_E1D.135	NA	NA	PMLJ00000000	SAMN08179530
Actinobacteria_fen_671	72.35	3.85	67.8574944340084	3709868	73.20120600_E1D.138	NA	NA	PMLI00000000	SAMN08179531
Actinobacteria_fen_672	80.14	2.59	68.0906136129646	1933977	73.20120600_E1D.40	NA	NA	PMKX00000000	SAMN08179542
Actinobacteria_fen_673	76.61	3.3	69.4778549546437	3426247	73.20120600_E2D.118	NA	NA	PMKK00000000	SAMN08179555
Actinobacteria_fen_674	78.49	4.7	66.5413751949364	2570421	73.20110600_E3D.7	NA	NA	PMKH00000000	SAMN08179558
Actinobacteria_fen_675	96.39	2.56	69.602435610392	3122948	73.20120800_S3D.15	NA	NA	PMKD00000000	SAMN08179562
Actinobacteria_fen_676	75.65	0.85	69.7643406273499	2947547	73.20120600_E2D.184	NA	NA	PMKB00000000	SAMN08179564
Actinobacteria_fen_677	77.06	4.27	65.9273827594392	3018771	73.20110800_E3D.6	NA	NA	PMJZ00000000	SAMN08179566
Actinobacteria_fen_678	71.99	2.61	64.8862705512341	3815865	73.20120600_E2D.69	NA	NA	PMJN00000000	SAMN08179578
Actinobacteria_fen_679	72.7	3.02	69.5498142953822	2742710	73.20120700_S1D.129	NA	NA	PMJM00000000	SAMN08179579
Actinobacteria_fen_680	89.09	0	63.9897515699169	2577300	73.20120600_E2D.85	NA	NA	PMJJ00000000	SAMN08179582
Actinobacteria_fen_681	85.35	0.86	65.2310086781989	2087807	73.20100900_E3D.15	NA	NA	PMJL00000000	SAMN08179580
Actinobacteria_fen_682	91.31	0.86	65.2379925565192	2143131	73.20100900_E3D.15	NA	NA	PMJD00000000	SAMN08179588
Actinobacteria_fen_683	73.71	4.6	63.5317656147586	3547352	73.20120600_E3D.149	NA	NA	PMIZ00000000	SAMN08179592
Actinobacteria_fen_684	98.34	4.7	66.2888586242049	3132359	73.20110600_E3D.7	NA	NA	PMIY00000000	SAMN08179593
Actinobacteria_fen_685	75.39	2.14	65.729455788257	3419035	73.20110800_E3D.6	NA	NA	PMIS00000000	SAMN08179600
Actinobacteria_fen_725	70.58	5.13	66.3838086854534	2380473	73.20110600_E3D.7	NA	NA	PMET00000000	SAMN08179705
Actinobacteria_fen_726	90.74	2.99	66.3491786967024	2987982	73.20110600_E3D.7	NA	NA	PMEI00000000	SAMN08179717
Actinobacteria_fen_727	87.9	0.85	59.2405582126817	2993257	73.20120700_E2X.152	NA	NA	PMDX00000000	SAMN08179728
Actinobacteria_fen_728	78.64	0.91	38.160601429888	1858979	73.20120700_E3M.220	NA	NA	PMDQ00000000	SAMN08179736
Actinobacteria_fen_729	74.54	1.3	68.4349142305715	3612511	73.20120700_E3M.60	NA	NA	PMDD00000000	SAMN08179749
Actinobacteria_fen_730	74.69	1.71	69.4577592523873	3517847	73.20120700_E3M.161	NA	NA	PMCN00000000	SAMN08179766
Actinobacteria_fen_731	85.76	1.82	37.8741977082439	2179504	73.20120700_E3M.220	NA	NA	PMCC00000000	SAMN08179777
Actinobacteria_fen_732	84.5	1.55	68.4115250716512	3672290	73.20120700_E3M.60	NA	NA	PMBM00000000	SAMN08179793
Actinobacteria_fen_802	89.03	1.71	64.9578838210028	3657709	73.20120800_S1D.7	NA	NA	PLOE00000000	SAMN08180084
Actinobacteria_fen_803	93.07	3.42	61.0324050622527	2927000	73.20120800_E1X.33	NA	NA	PLNQ00000000	SAMN08180099
Actinobacteria_fen_804	76.92	2.99	66.4019954097192	2395880	73.20110800_E3D.6	NA	NA	PLNC00000000	SAMN08180113
Actinobacteria_palsa_456	94.15	1.01	69.2479143400018	2323939	73.20110600_P1D.32	NA	NA	PMOB00000000	SAMN08178774
Actinobacteria_palsa_457	93.64	4.7	66.6587052460845	3526287	73.20110600_P1M.11	NA	NA	PMOE00000000	SAMN08178777
Actinobacteria_palsa_458	98.29	1.28	61.3315346115876	2788772	73.20110600_P1M.18	NA	NA	PMOI00000000	SAMN08178781
Actinobacteria_palsa_459	90.14	1.28	68.4555981207302	2652667	73.20110600_P1M.36	NA	NA	PMON00000000	SAMN08178786
Actinobacteria_palsa_460	73.02	8.87	64.9422475861533	5189750	73.20110600_P1M.45	NA	NA	PMOO00000000	SAMN08178788
Actinobacteria_palsa_461	92.14	5.56	68.3799174588621	2999009	73.20110600_P1M.5	NA	NA	PMOQ00000000	SAMN08178790
Actinobacteria_palsa_462	73.57	1.34	69.6090146351545	5084330	73.20110600_P3S.21	NA	NA	PMOU00000000	SAMN08178794
Actinobacteria_palsa_463	95.41	3.21	69.5816944567242	5825690	73.20110600_P3S.3	NA	NA	PMOW00000000	SAMN08178796
Actinobacteria_palsa_464	83.21	2.99	67.7015352454812	2480913	73.20120500_P22.9	NA	NA	PMOX00000000	SAMN08178797
Actinobacteria_palsa_465	75.68	1.57	68.2978361025106	4205842	73.20110600_P3S.6	NA	NA	PMOY00000000	SAMN08178798
Actinobacteria_palsa_502	78.97	1.28	66.5700418103457	4193421	73.20111000_P3D.18	NA	NA	PMSK00000000	SAMN08178889
Actinobacteria_palsa_503	70.42	4.72	70.1846053664885	5196891	73.20110700_P1M.5	NA	NA	PMSR00000000	SAMN08178896
Actinobacteria_palsa_504	86.2	4.5	69.3090789305126	8203119	73.20110700_P1S.10	NA	NA	PMST00000000	SAMN08178898
Actinobacteria_palsa_505	98.93	1.65	68.6099908029559	7153144	73.20110700_P1S.16	NA	NA	PMSU00000000	SAMN08178899
Actinobacteria_palsa_506	81.76	1.34	69.6703095139218	4647574	73.20110600_P3S.3	NA	NA	PMSW00000000	SAMN08178901
Actinobacteria_palsa_507	83.27	4.61	69.9672458758029	7168527	73.20110800_P3S.4	NA	NA	PMSY00000000	SAMN08178903
Actinobacteria_palsa_508	90.46	4.78	61.3591121424592	2545187	73.20120500_P26.10	NA	NA	PMTC00000000	SAMN08178907
Actinobacteria_palsa_509	99.15	1.28	61.3428808478024	2656519	73.20110700_P2D.20	NA	NA	PMTF00000000	SAMN08178910
Actinobacteria_palsa_510	97.01	2.71	66.8335704646109	4588003	73.20111000_P3D.18	NA	NA	PMTG00000000	SAMN08178911
Actinobacteria_palsa_511	85.28	2.14	60.9152597254281	2978594	73.20110700_P2D.47	NA	NA	PMTL00000000	SAMN08178917
Actinobacteria_palsa_512	75.91	3.42	69.2845376146561	3301272	73.20120700_P3D.105	NA	NA	PMTO00000000	SAMN08178920
Actinobacteria_palsa_513	70.57	0.85	69.8155262740117	2525011	73.20110700_P2D.73	NA	NA	PMTS00000000	SAMN08178924
Actinobacteria_palsa_514	80.18	1.71	67.9821642907611	2528520	73.20120500_P23.3	NA	NA	PMTZ00000000	SAMN08178931
Actinobacteria_palsa_550	76.18	1.28	67.1160175997776	3763961	73.20111000_P3D.18	NA	NA	PNAD00000000	SAMN08179096
Actinobacteria_palsa_551	97.44	5.56	62.0304258754418	2351085	73.20110800_P1D.27	NA	NA	PNAH00000000	SAMN08179100
Actinobacteria_palsa_552	95.35	4.7	65.6926536950476	3563312	73.20110800_P1D.86	NA	NA	PNAT00000000	SAMN08179112
Actinobacteria_palsa_553	76.28	2.14	61.8991670707691	2127100	73.20110700_P2D.47	NA	NA	PLJF00000000	SAMN08179134
Actinobacteria_palsa_554	75.24	3.02	67.5184766705584	2979172	73.20120700_P3D.111	NA	NA	PLJE00000000	SAMN08179135
Actinobacteria_palsa_555	96.39	1.28	69.4549445879061	4245652	73.20110800_P2D.24	NA	NA	PLJD00000000	SAMN08179136
Actinobacteria_palsa_556	96.21	1.29	68.8206378905701	2959097	73.20110800_P2D.27	NA	NA	PLJC00000000	SAMN08179137
Actinobacteria_palsa_557	90	0	67.9338480687938	2742453	73.20120500_P23.3	NA	NA	PLIW00000000	SAMN08179143
Actinobacteria_palsa_558	88.7	4.13	69.9871214754415	7584947	73.20110800_P3S.4	NA	NA	PLIQ00000000	SAMN08179149
Actinobacteria_palsa_596	94.78	1.28	62.1918315341935	2642691	73.20111000_P1D.18	NA	NA	PLEI00000000	SAMN08179264
Actinobacteria_palsa_597	77.36	5.56	61.7642623457972	2067376	73.20120500_P39.4	NA	NA	PLEF00000000	SAMN08179267
Actinobacteria_palsa_598	93.75	4.01	69.5929773972636	5747952	73.20110600_P3S.3	NA	NA	PLDU00000000	SAMN08179279
Actinobacteria_palsa_599	86.28	4.14	69.9785029144462	7543567	73.20110800_P3S.4	NA	NA	PLDT00000000	SAMN08179280
Actinobacteria_palsa_600	83.41	1.72	69.1119188374579	2606614	73.20111000_P2D.24	NA	NA	PLDP00000000	SAMN08179284
Actinobacteria_palsa_601	97.34	3.42	65.7912483544234	3810312	73.20111000_P2D.26	NA	NA	PLDN00000000	SAMN08179286
Actinobacteria_palsa_602	85.11	1.45	64.7199556296034	3658337	73.20120500_P27.13	NA	NA	PLJW00000000	SAMN08179287
Actinobacteria_palsa_603	81.86	0.85	62.0523575951066	1771237	73.20120500_P17.2	NA	NA	PLDJ00000000	SAMN08179291
Actinobacteria_palsa_604	87.75	1.45	61.242640853908	2531947	73.20120500_P26.10	NA	NA	PLDI00000000	SAMN08179292
Actinobacteria_palsa_605	87.34	3.74	69.4529667795914	5281597	73.20110600_P3S.3	NA	NA	PLDB00000000	SAMN08179299
Actinobacteria_palsa_606	96.63	1.71	66.8231629258121	4597087	73.20111000_P3D.18	NA	NA	PLCV00000000	SAMN08179305
Actinobacteria_palsa_607	78.35	3.02	66.8894730087928	3621010	73.20111000_P3M.104	NA	NA	PLCK00000000	SAMN08179317
Actinobacteria_palsa_608	74.41	2.14	69.7822304907996	1960773	73.20111000_P3M.111	NA	NA	PLCI00000000	SAMN08179319
Actinobacteria_palsa_609	70.68	0	67.3948561262592	1434370	73.20111000_P3M.26	NA	NA	PLBZ00000000	SAMN08179328
Actinobacteria_palsa_610	98.2	4.27	67.430434755366	4630445	73.20111000_P3M.68	NA	NA	PLBO00000000	SAMN08179340
Actinobacteria_palsa_611	93.64	2.31	61.7784346052351	2022206	73.20111000_P3M.84	NA	NA	PLBM00000000	SAMN08179342
Actinobacteria_palsa_612	84.74	2.41	70.3186106505039	2814252	73.20111000_P3M.97	NA	NA	PLBK00000000	SAMN08179344
Actinobacteria_palsa_638	93.66	3.42	65.6937450412086	4020577	73.20111000_P2D.26	NA	NA	PLJV00000000	SAMN08179402
Actinobacteria_palsa_639	79.69	3.42	60.2722271364551	2194129	73.20120700_P1D.12	NA	NA	PKZE00000000	SAMN08179404
Actinobacteria_palsa_640	79.18	1.28	60.7894601242043	2758004	73.20120500_P26.10	NA	NA	PKYS00000000	SAMN08179416
Actinobacteria_palsa_641	98.28	2.51	61.5096691706566	2504904	73.20120500_P17.2	NA	NA	PKYQ00000000	SAMN08179418
Actinobacteria_palsa_642	77.45	1.71	61.3683850341978	2285651	73.20120500_P26.10	NA	NA	PKYP00000000	SAMN08179419
Actinobacteria_palsa_643	99.72	7.98	64.6949952653246	3995419	73.20120500_P27.13	NA	NA	PKYO00000000	SAMN08179420
Actinobacteria_palsa_644	75.86	0.86	65.8046336561267	2149995	73.20120500_P19.14	NA	NA	PKYN00000000	SAMN08179421
Actinobacteria_palsa_645	85.63	2.16	68.7670852560848	3243211	73.20120500_P19.15	NA	NA	PKYM00000000	SAMN08179422
Actinobacteria_palsa_646	93.86	1.28	63.8606645980699	2485893	73.20120500_P19.24	NA	NA	PKYK00000000	SAMN08179424
Actinobacteria_palsa_647	90.8	1.72	67.098152482214	3009642	73.20120500_P19.4	NA	NA	PKYG00000000	SAMN08179428
Actinobacteria_palsa_648	74.22	1.4	68.1416030994568	2524730	73.20120500_P23.3	NA	NA	PKYE00000000	SAMN08179430
Actinobacteria_palsa_649	88.8	2.99	67.6851157623123	2680811	73.20120500_P22.9	NA	NA	PKYB00000000	SAMN08179433
Actinobacteria_palsa_650	90.98	2.21	67.1015301305328	4750946	73.20120500_P23.13	NA	NA	PKYA00000000	SAMN08179434
Actinobacteria_palsa_651	94.19	0.51	68.0721984475282	2749976	73.20120500_P23.3	NA	NA	PKXY00000000	SAMN08179436
Actinobacteria_palsa_652	99.15	0.43	60.8772173049117	2907286	73.20120500_P26.10	NA	NA	PKXJ00000000	SAMN08179451
Actinobacteria_palsa_653	93.16	0.43	62.0589814033798	2271474	73.20120500_P26.23	NA	NA	PKXH00000000	SAMN08179453
Actinobacteria_palsa_654	97.26	5.56	65.7918364867188	3870114	73.20111000_P2D.26	NA	NA	PKXG00000000	SAMN08179454
Actinobacteria_palsa_655	98.86	2.14	64.7065842405509	4048569	73.20120500_P27.13	NA	NA	PKXA00000000	SAMN08179460
Actinobacteria_palsa_656	85.63	4.35	62.0121029655834	2160511	73.20120500_P28.10	NA	NA	PKWZ00000000	SAMN08179461
Actinobacteria_palsa_657	96.5	2.23	62.949436605857	2886664	73.20120500_P27.30	NA	NA	PKWY00000000	SAMN08179462
Actinobacteria_palsa_658	97.44	1.28	62.0417374621521	2306565	73.20120500_P28.10	NA	NA	PKWW00000000	SAMN08179464
Actinobacteria_palsa_659	85.83	2.32	66.4237162922233	3948296	73.20120500_P28.26	NA	NA	PKWT00000000	SAMN08179467
Actinobacteria_palsa_660	85.85	1.17	68.4037184708855	1868928	73.20120500_P28.32	NA	NA	PKWR00000000	SAMN08179469
Actinobacteria_palsa_661	77.22	5.13	66.8304537282506	3943779	73.20120500_P32.13	NA	NA	PKWD00000000	SAMN08179483
Actinobacteria_palsa_662	88.72	5.41	61.5533672355266	1917235	73.20120500_P32.19	NA	NA	PKWA00000000	SAMN08179486
Actinobacteria_palsa_663	96.39	1.57	60.9285559383775	2869029	73.20120500_P26.10	NA	NA	PKUX00000000	SAMN08179515
Actinobacteria_palsa_664	90.79	4.27	64.7160836362636	3783416	73.20120500_P27.13	NA	NA	PMLU00000000	SAMN08179519
Actinobacteria_palsa_665	73.09	6.53	67.4729285954111	4463745	73.20120500_P39.29	NA	NA	PMLS00000000	SAMN08179521
Actinobacteria_palsa_666	90.3	2.14	61.0014733035038	2789908	73.20120500_P26.10	NA	NA	PMLR00000000	SAMN08179522
Actinobacteria_palsa_667	85.38	2.99	61.7035732015614	2271322	73.20120500_P39.4	NA	NA	PMLQ00000000	SAMN08179523
Actinobacteria_palsa_686	72.08	0	67.5287679537958	2509532	73.20120500_P22.9	NA	NA	PMHX00000000	SAMN08179622
Actinobacteria_palsa_687	88.33	6.35	68.2852347289544	4690089	73.20110600_P3S.6	NA	NA	PMHW00000000	SAMN08179623
Actinobacteria_palsa_688	90.54	5.98	66.2242356678265	4566532	73.20120600_P2M.43	NA	NA	PMHU00000000	SAMN08179625
Actinobacteria_palsa_689	86.39	2.67	69.4352697305259	5504712	73.20110600_P3S.3	NA	NA	PMHR00000000	SAMN08179628
Actinobacteria_palsa_690	72.09	2.42	68.2807055648493	4334251	73.20110600_P3S.6	NA	NA	PMHQ00000000	SAMN08179629
Actinobacteria_palsa_691	71.65	5.56	68.8927859909138	3444213	73.20120600_P3M.10	NA	NA	PMHM00000000	SAMN08179633
Actinobacteria_palsa_692	72.46	6.57	66.7186718410289	4597834	73.20120600_P3S.7	NA	NA	PMHL00000000	SAMN08179634
Actinobacteria_palsa_693	76.26	2.56	66.9623989954099	4122220	73.20120600_P3S.7	NA	NA	PMHH00000000	SAMN08179639
Actinobacteria_palsa_733	80.39	2.99	59.6861028543851	2378483	73.20120700_P1D.12	NA	NA	PMAS00000000	SAMN08179813
Actinobacteria_palsa_734	71.75	3.48	69.4691268562061	4901792	73.20110600_P3S.3	NA	NA	PMAO00000000	SAMN08179817
Actinobacteria_palsa_735	76.05	2.14	60.1936894903333	2395430	73.20120700_P1D.12	NA	NA	PMAL00000000	SAMN08179820
Actinobacteria_palsa_736	91.19	6.41	62.1046534611352	2399062	73.20120700_P2D.4	NA	NA	PMAG00000000	SAMN08179825
Actinobacteria_palsa_737	89.94	1.71	68.0371761305074	2702059	73.20120500_P23.3	NA	NA	PMAB00000000	SAMN08179830
Actinobacteria_palsa_738	83.43	1.71	69.8394587310598	2982648	73.20120700_P3D.105	NA	NA	PLZW00000000	SAMN08179835
Actinobacteria_palsa_739	83.43	3.02	67.6370930470845	3250968	73.20120700_P3D.111	NA	NA	PLZU00000000	SAMN08179837
Actinobacteria_palsa_740	95.25	4.7	64.4939494584838	6927349	73.20120700_P3D.127	NA	NA	PMLV00000000	SAMN08179842
Actinobacteria_palsa_741	95.07	3.85	60.9954221868097	2648075	73.20120700_P3D.131	NA	NA	PLZP00000000	SAMN08179843
Actinobacteria_palsa_742	97.82	2.56	64.6197014734572	3567878	73.20120700_P3D.181	NA	NA	PLZF00000000	SAMN08179853
Actinobacteria_palsa_743	96.01	3.09	71.8049983923914	4566085	73.20120700_P3D.200	NA	NA	PLZB00000000	SAMN08179857
Actinobacteria_palsa_744	71.91	0.71	67.7238275528543	2924708	73.20120700_P3D.216	NA	NA	PLYX00000000	SAMN08179861
Actinobacteria_palsa_745	75.53	4.13	62.5980325229489	2257975	73.20120700_P3D.341	NA	NA	PLXU00000000	SAMN08179890
Actinobacteria_palsa_746	97.91	2.56	67.0350261000876	4553781	73.20111000_P3D.18	NA	NA	PLXQ00000000	SAMN08179894
Actinobacteria_palsa_747	89.4	0.05	48.6048260770591	1849696	73.20120700_P3D.459	NA	NA	PLXJ00000000	SAMN08179901
Actinobacteria_palsa_748	89.78	0.43	61.9104000204013	2197748	73.20120500_P26.23	NA	NA	PLXA00000000	SAMN08179910
Actinobacteria_palsa_749	97.34	3.85	67.0805183992337	3574451	73.20120700_P3D.59	NA	NA	PLWZ00000000	SAMN08179911
Actinobacteria_palsa_750	92.97	8.97	67.1524418541133	6247464	73.20120700_P3D.75	NA	NA	PLWT00000000	SAMN08179917
Actinobacteria_palsa_751	85.56	0.85	68.0017678474485	2589736	73.20120500_P23.3	NA	NA	PLUK00000000	SAMN08179921
Actinobacteria_palsa_805	85.6	2.56	68.1021981905984	2562173	73.20120500_P23.3	NA	NA	PLKP00000000	SAMN08180178
Alphaproteobacteria_bog_882	81.95	2.61	62.2174162665062	3999261	73.20120600_S3D.22	NA	NA	PMPT00000000	SAMN08178820
Alphaproteobacteria_bog_886	80.53	1.88	61.0422502116466	3806249	73.20120700_S1D.55	NA	NA	PMWI00000000	SAMN08178994
Alphaproteobacteria_bog_897	87.42	4.06	62.5898593803335	4499429	73.20110800_S3S.20	NA	NA	PLHL00000000	SAMN08179181
Alphaproteobacteria_bog_898	71.7	2.16	61.547983012607	3296667	73.20120700_S1D.55	NA	NA	PLFL00000000	SAMN08179235
Alphaproteobacteria_bog_899	86.95	1.37	62.983145521478	4203094	73.20110800_S3S.20	NA	NA	PLFB00000000	SAMN08179245
Alphaproteobacteria_bog_900	86.13	2.15	65.3661118803792	2852624	73.20110800_S3S.25	NA	NA	PLFA00000000	SAMN08179246
Alphaproteobacteria_bog_906	92.13	2.1	62.1370302218814	4495415	73.20120600_S3D.22	NA	NA	PLAI00000000	SAMN08179373
Alphaproteobacteria_bog_907	89.17	4.23	62.5545147090867	4035599	73.20120600_S3D.22	NA	NA	PKZX00000000	SAMN08179384
Alphaproteobacteria_bog_908	88.82	2.74	64.6764794660374	4187406	73.20111000_S3S.15	NA	NA	PKZM00000000	SAMN08179395
Alphaproteobacteria_bog_909	82.74	1.98	65.3381216614722	2735410	73.20110800_S3S.25	NA	NA	PKZJ00000000	SAMN08179398
Alphaproteobacteria_bog_916	78.5	1.61	61.20580398628	3767692	73.20120700_S1D.55	NA	NA	PMGN00000000	SAMN08179659
Alphaproteobacteria_bog_917	90.62	4.55	62.3634218874044	4419890	73.20120600_S3D.22	NA	NA	PMGC00000000	SAMN08179670
